x,y,z
0.77,0.1512357,-7.905393
0.7710162,0.1531028,-7.91
1.768317,0.1558128,-7.91
1.768317,0.1585229,-7.91
1.768317,0.1612329,-7.91
1.768317,0.163943,-7.91
1.768317,0.1449726,-7.91
1.768317,0.1476827,-7.91
1.768317,0.1503927,-7.91
1.768317,0.1531028,-7.91
0.77,0.17568,-7.905393
0.7710162,0.1774933,-7.91
0.77,0.178396,-7.905393
0.7710162,0.1802033,-7.91
0.77,0.1811121,-7.905393
0.7710162,0.1829134,-7.91
0.77,0.1838281,-7.905393
0.7710162,0.1856234,-7.91
0.77,0.1648159,-7.905393
0.7710162,0.1666531,-7.91
0.77,0.1675319,-7.905393
0.7710162,0.1693631,-7.91
0.77,0.1702479,-7.905393
0.7710162,0.1720732,-7.91
0.77,0.172964,-7.905393
0.7710162,0.1747832,-7.91
0.77,-0.1483784,-7.081952
0.77,-0.1445946,-7.081952
0.77,-0.1464445,-7.067541
0.77,-0.1483128,-7.052989
0.7699999,-0.14661,-7.124344
0.77,-0.1484427,-7.110352
0.77,-0.1446957,-7.110352
0.77,-0.1465281,-7.096221
1.768317,0.1774933,-7.91
1.768317,0.1802033,-7.91
1.768317,0.1829134,-7.91
1.768317,0.1856234,-7.91
1.768317,0.1666531,-7.91
1.768317,0.1693631,-7.91
1.768317,0.1720732,-7.91
1.768317,0.1747832,-7.91
0.7700001,-0.1462723,-7.008449
0.7700001,-0.1481775,-6.993301
0.7700001,-0.1442788,-6.993301
0.77,-0.1461836,-6.978
0.77,-0.1482458,-7.023444
0.77,-0.1443862,-7.023444
0.77,0.1974082,-7.905393
0.7710162,0.1991737,-7.91
0.77,0.2001242,-7.905393
0.7710162,0.2018838,-7.91
0.77,0.2028403,-7.905393
0.7710162,0.2045938,-7.91
0.77,0.2055563,-7.905393
0.7710162,0.2073039,-7.91
0.77,0.1865441,-7.905393
0.7710162,0.1883335,-7.91
0.77,0.1892601,-7.905393
0.7710162,0.1910436,-7.91
0.77,0.1919762,-7.905393
0.7710162,0.1937536,-7.91
0.77,0.1946922,-7.905393
0.7710162,0.1964637,-7.91
0.77,-0.1444914,-7.052989
0.77,-0.1463593,-7.03829
1.768317,0.1991737,-7.91
1.768317,0.2018838,-7.91
1.768317,0.2045938,-7.91
1.768317,0.2073039,-7.91
1.768317,0.1883335,-7.91
1.768317,0.1910436,-7.91
1.768317,0.1937536,-7.91
1.768317,0.1964637,-7.91
0.7699999,-0.1440574,-6.931147
0.77,-0.1460006,-6.915205
0.77,-0.1420006,-6.915205
0.77,-0.1380006,-6.915205
0.77,0.2082723,-7.905393
0.7710162,0.2100139,-7.91
0.77,0.2109884,-7.905393
0.7710162,0.212724,-7.91
0.77,0.2137044,-7.905393
0.7710162,0.2154341,-7.91
0.77,0.2164204,-7.905393
0.7710162,0.2181441,-7.91
0.77,-0.1481079,-6.962543
0.77,-0.1441693,-6.962543
0.77,-0.1460931,-6.946926
0.7699999,-0.1480367,-6.931147
0.77,0.2191365,-7.905393
0.7710162,0.2208542,-7.91
0.77,0.2218525,-7.905393
0.7710162,0.2235642,-7.91
0.77,0.2245685,-7.905393
0.7710162,0.2262743,-7.91
0.77,0.2272846,-7.905393
0.7710162,0.2289843,-7.91
1.768317,0.2208542,-7.91
1.768317,0.2235642,-7.91
1.768317,0.2262743,-7.91
1.768317,0.2289843,-7.91
1.768317,0.2100139,-7.91
1.768317,0.212724,-7.91
1.768317,0.2154341,-7.91
1.768317,0.2181441,-7.91
0.77,-0.1180005,-6.915205
0.77,-0.1140005,-6.915205
0.77,-0.1100005,-6.915205
0.77,-0.1060005,-6.915205
0.77,-0.1340006,-6.915205
0.77,-0.1300006,-6.915205
0.77,-0.1260005,-6.915205
0.77,-0.1220005,-6.915205
0.77,0.2408647,-7.905393
0.7710162,0.2425346,-7.91
0.77,0.2435807,-7.905393
0.7710162,0.2452447,-7.91
0.77,0.2462968,-7.905393
0.7710162,0.2479547,-7.91
0.77,0.2490128,-7.905393
0.7710162,0.2506648,-7.91
0.77,0.2300006,-7.905393
0.7710162,0.2316944,-7.91
0.77,0.2327166,-7.905393
0.7710162,0.2344044,-7.91
0.77,0.2354327,-7.905393
0.7710162,0.2371145,-7.91
0.77,0.2381487,-7.905393
0.7710162,0.2398246,-7.91
1.768317,0.2425346,-7.91
1.768317,0.2452447,-7.91
1.768317,0.2479547,-7.91
1.768317,0.2506648,-7.91
1.768317,0.2316944,-7.91
1.768317,0.2344044,-7.91
1.768317,0.2371145,-7.91
1.768317,0.2398246,-7.91
0.77,-0.08600042,-6.915205
0.77,-0.0820004,-6.915205
0.77,-0.0780004,-6.915205
0.77,-0.07400038,-6.915205
0.77,-0.1020005,-6.915205
0.77,-0.09800045,-6.915205
0.77,-0.09400045,-6.915205
0.77,-0.09000044,-6.915205
0.77,0.2625929,-7.905393
0.7710162,0.2642151,-7.91
0.77,0.265309,-7.905393
0.7710162,0.2669251,-7.91
0.77,0.268025,-7.905393
0.7710162,0.2696351,-7.91
0.77,0.270741,-7.905393
0.7710162,0.2723452,-7.91
0.77,0.2517288,-7.905393
0.7710162,0.2533748,-7.91
0.77,0.2544448,-7.905393
0.7710162,0.2560849,-7.91
0.77,0.2571609,-7.905393
0.7710162,0.2587949,-7.91
0.77,0.2598769,-7.905393
0.7710162,0.261505,-7.91
1.768317,0.2642151,-7.91
1.768317,0.2669251,-7.91
1.768317,0.2696351,-7.91
1.768317,0.2723452,-7.91
1.768317,0.2533748,-7.91
1.768317,0.2560849,-7.91
1.768317,0.2587949,-7.91
1.768317,0.261505,-7.91
0.77,0.2843212,-7.905393
0.7710162,0.2858955,-7.91
0.77,0.2870372,-7.905393
0.7710162,0.2886055,-7.91
0.77,0.2897532,-7.905393
0.7710162,0.2913156,-7.91
0.77,0.2924693,-7.905393
0.7710162,0.2940257,-7.91
0.77,-0.05400032,-6.915205
0.77,-0.05000031,-6.915205
0.77,-0.04600029,-6.915205
0.77,-0.04200028,-6.915205
0.77,0.2734571,-7.905393
0.7710162,0.2750553,-7.91
0.77,0.2761731,-7.905393
0.7710162,0.2777653,-7.91
0.77,0.2788891,-7.905393
0.7710162,0.2804754,-7.91
0.77,0.2816052,-7.905393
0.7710162,0.2831855,-7.91
0.77,-0.07000037,-6.915205
0.77,-0.06600036,-6.915205
0.77,-0.06200035,-6.915205
0.77,-0.05800033,-6.915205
1.768317,0.2858955,-7.91
1.768317,0.2886055,-7.91
1.768317,0.2913156,-7.91
1.768317,0.2940257,-7.91
1.768317,0.2750553,-7.91
1.768317,0.2777653,-7.91
1.768317,0.2804754,-7.91
1.768317,0.2831855,-7.91
0.77,0.3060494,-7.905393
0.7710162,0.3075759,-7.91
0.77,0.3087654,-7.905393
0.7710162,0.310286,-7.91
0.77,0.3114815,-7.905393
0.7710162,0.3129961,-7.91
0.77,0.3141975,-7.905393
0.7710162,0.3157061,-7.91
0.77,0.2951853,-7.905393
0.7710162,0.2967357,-7.91
0.77,0.2979013,-7.905393
0.7710162,0.2994458,-7.91
0.77,0.3006174,-7.905393
0.7710162,0.3021558,-7.91
0.77,0.3033334,-7.905393
0.7710162,0.3048659,-7.91
0.77,-0.02200022,-6.915205
0.77,-0.01800021,-6.915205
0.77,-0.01400019,-6.915205
0.77,-0.01000018,-6.915205
0.77,-0.03800027,-6.915205
0.77,-0.03400026,-6.915205
0.77,-0.03000025,-6.915205
0.77,-0.02600023,-6.915205
1.768317,0.3075759,-7.91
1.768317,0.310286,-7.91
1.768317,0.3129961,-7.91
1.768317,0.3157061,-7.91
1.768317,0.2967357,-7.91
1.768317,0.2994458,-7.91
1.768317,0.3021558,-7.91
1.768317,0.3048659,-7.91
0.77,0.009999881,-6.915205
0.77,0.01399989,-6.915205
0.77,0.01799991,-6.915205
0.77,0.02199992,-6.915205
0.77,-0.00600017,-6.915205
0.77,-0.002000157,-6.915205
0.77,0.001999855,-6.915205
0.77,0.005999868,-6.915205
0.77,0.3277777,-7.905393
0.7710162,0.3292564,-7.91
0.77,0.3304937,-7.905393
0.7710162,0.3319664,-7.91
0.77,0.3332097,-7.905393
0.7710162,0.3346765,-7.91
0.77,0.3359258,-7.905393
0.7710162,0.3373865,-7.91
0.77,0.3169135,-7.905393
0.7710162,0.3184162,-7.91
0.77,0.3196296,-7.905393
0.7710162,0.3211262,-7.91
0.77,0.3223456,-7.905393
0.7710162,0.3238363,-7.91
0.77,0.3250616,-7.905393
0.7710162,0.3265463,-7.91
1.768317,0.3292564,-7.91
1.768317,0.3319664,-7.91
1.768317,0.3346765,-7.91
1.768317,0.3373865,-7.91
1.768317,0.3184162,-7.91
1.768317,0.3211262,-7.91
1.768317,0.3238363,-7.91
1.768317,0.3265463,-7.91
0.77,0.3386418,-7.905393
0.7710162,0.3400966,-7.91
0.77,0.3413578,-7.905393
0.7710162,0.3428066,-7.91
0.77,0.3440739,-7.905393
0.7710162,0.3455167,-7.91
0.77,0.3467899,-7.905393
0.7710162,0.3482268,-7.91
0.77,0.04199998,-6.915205
0.77,0.04599999,-6.915205
0.77,0.05,-6.915205
0.77,0.05400002,-6.915205
0.77,0.3495059,-7.905393
0.7710162,0.3509368,-7.91
0.77,0.352222,-7.905393
0.7710162,0.3536469,-7.91
0.77,0.354938,-7.905393
0.7710162,0.3563569,-7.91
0.77,0.357654,-7.905393
0.7710162,0.359067,-7.91
0.77,0.02599993,-6.915205
0.77,0.02999994,-6.915205
0.77,0.03399995,-6.915205
0.77,0.03799997,-6.915205
1.768317,0.3509368,-7.91
1.768317,0.3536469,-7.91
1.768317,0.3563569,-7.91
1.768317,0.359067,-7.91
1.768317,0.3400966,-7.91
1.768317,0.3428066,-7.91
1.768317,0.3455167,-7.91
1.768317,0.3482268,-7.91
0.77,0.07400008,-6.915205
0.77,0.07800009,-6.915205
0.77,0.08200011,-6.915205
0.77,0.08600012,-6.915205
0.77,0.3712341,-7.905393
0.7710162,0.3726172,-7.91
0.77,0.3739502,-7.905393
0.7710162,0.3753273,-7.91
0.77,0.3766662,-7.905393
0.7710162,0.3780374,-7.91
0.77,0.3793823,-7.905393
0.7710162,0.3807474,-7.91
0.77,0.05800003,-6.915205
0.77,0.06200004,-6.915205
0.77,0.06600005,-6.915205
0.77,0.07000007,-6.915205
0.77,0.36037,-7.905393
0.7710162,0.361777,-7.91
0.77,0.3630861,-7.905393
0.7710162,0.3644871,-7.91
0.77,0.3658021,-7.905393
0.7710162,0.3671972,-7.91
0.77,0.3685181,-7.905393
0.7710162,0.3699072,-7.91
1.768317,0.3726172,-7.91
1.768317,0.3753273,-7.91
1.768317,0.3780374,-7.91
1.768317,0.3807474,-7.91
1.768317,0.361777,-7.91
1.768317,0.3644871,-7.91
1.768317,0.3671972,-7.91
1.768317,0.3699072,-7.91
0.77,0.3929624,-7.905393
0.7710162,0.3942977,-7.91
0.77,0.3956784,-7.905393
0.7710162,0.3970078,-7.91
0.77,0.3983945,-7.905393
0.7710162,0.3997178,-7.91
0.77,0.4011105,-7.905393
0.7710162,0.4024279,-7.91
0.77,0.3820983,-7.905393
0.7710162,0.3834575,-7.91
0.77,0.3848143,-7.905393
0.7710162,0.3861676,-7.91
0.77,0.3875304,-7.905393
0.7710162,0.3888776,-7.91
0.77,0.3902464,-7.905393
0.7710162,0.3915876,-7.91
0.77,0.1060002,-6.915205
0.77,0.1100002,-6.915205
0.77,0.1140002,-6.915205
0.77,0.1180002,-6.915205
0.77,0.09000013,-6.915205
0.77,0.09400015,-6.915205
0.77,0.09800015,-6.915205
0.77,0.1020002,-6.915205
1.768317,0.3942977,-7.91
1.768317,0.3970078,-7.91
1.768317,0.3997178,-7.91
1.768317,0.4024279,-7.91
1.768317,0.3834575,-7.91
1.768317,0.3861676,-7.91
1.768317,0.3888776,-7.91
1.768317,0.3915876,-7.91
0.77,0.4146906,-7.905393
0.7710162,0.4159782,-7.91
0.77,0.4174067,-7.905393
0.7710162,0.4186882,-7.91
0.77,0.4201227,-7.905393
0.7710162,0.4213983,-7.91
0.77,0.4228387,-7.905393
0.7710162,0.4241083,-7.91
0.77,0.4038265,-7.905393
0.7710162,0.405138,-7.91
0.77,0.4065425,-7.905393
0.7710162,0.407848,-7.91
0.77,0.4092586,-7.905393
0.7710162,0.410558,-7.91
0.77,0.4119746,-7.905393
0.7710162,0.4132681,-7.91
0.77,0.1380003,-6.915205
0.77,0.1420003,-6.915205
0.77,0.1460003,-6.915205
0.77,0.1500003,-6.915205
0.77,0.1220002,-6.915205
0.77,0.1260002,-6.915205
0.77,0.1300003,-6.915205
0.77,0.1340003,-6.915205
1.768317,0.4159782,-7.91
1.768317,0.4186882,-7.91
1.768317,0.4213983,-7.91
1.768317,0.4241083,-7.91
1.768317,0.405138,-7.91
1.768317,0.407848,-7.91
1.768317,0.410558,-7.91
1.768317,0.4132681,-7.91
0.77,0.1700004,-6.915205
0.77,0.1740004,-6.915205
0.77,0.1780004,-6.915205
0.77,0.1820004,-6.915205
0.77,0.1540003,-6.915205
0.77,0.1580003,-6.915205
0.77,0.1620003,-6.915205
0.77,0.1660004,-6.915205
0.77,0.4364189,-7.905393
0.7710162,0.4376586,-7.91
0.77,0.4391349,-7.905393
0.7710162,0.4403687,-7.91
0.77,0.4418509,-7.905393
0.7710162,0.4430787,-7.91
0.77,0.444567,-7.905393
0.7710162,0.4457888,-7.91
0.77,0.4255548,-7.905393
0.7710162,0.4268184,-7.91
0.77,0.4282708,-7.905393
0.7710162,0.4295284,-7.91
0.77,0.4309868,-7.905393
0.7710162,0.4322385,-7.91
0.77,0.4337029,-7.905393
0.7710162,0.4349486,-7.91
1.768317,0.4376586,-7.91
1.768317,0.4403687,-7.91
1.768317,0.4430787,-7.91
1.768317,0.4457888,-7.91
1.768317,0.4268184,-7.91
1.768317,0.4295284,-7.91
1.768317,0.4322385,-7.91
1.768317,0.4349486,-7.91
0.77,0.1860004,-6.915205
0.77,0.1900004,-6.915205
0.77,0.1940004,-6.915205
0.77,0.1980005,-6.915205
0.77,0.447283,-7.905393
0.7710162,0.4484988,-7.91
0.77,0.449999,-7.905393
0.7710162,0.4512089,-7.91
0.77,0.4527151,-7.905393
0.7710162,0.453919,-7.91
0.77,0.4554311,-7.905393
0.7710162,0.456629,-7.91
0.77,0.2020005,-6.915205
0.77,0.2060005,-6.915205
0.77,0.2100005,-6.915205
0.77,0.2140005,-6.915205
0.77,0.4581471,-7.905393
0.7710162,0.4593391,-7.91
0.77,0.4608632,-7.905393
0.7710162,0.4620491,-7.91
0.77,0.4635792,-7.905393
0.7710162,0.4647592,-7.91
0.77,0.4662952,-7.905393
0.7710162,0.4674692,-7.91
1.768317,0.4593391,-7.91
1.768317,0.4620491,-7.91
1.768317,0.4647592,-7.91
1.768317,0.4674692,-7.91
1.768317,0.4484988,-7.91
1.768317,0.4512089,-7.91
1.768317,0.453919,-7.91
1.768317,0.456629,-7.91
1.768317,0.4701793,-7.91
1.768317,0.4728893,-7.91
1.768317,0.4755994,-7.91
1.768317,0.4783094,-7.91
1.768317,0.4810195,-7.91
1.768317,0.4837296,-7.91
1.768317,0.4864396,-7.91
1.768317,0.4891497,-7.91
0.77,0.4798754,-7.905393
0.7710162,0.4810195,-7.91
0.77,0.4825914,-7.905393
0.7710162,0.4837296,-7.91
0.77,0.4853075,-7.905393
0.7710162,0.4864396,-7.91
0.77,0.4880235,-7.905393
0.7710162,0.4891497,-7.91
0.77,0.4690112,-7.905393
0.7710162,0.4701793,-7.91
0.77,0.4717273,-7.905393
0.7710162,0.4728893,-7.91
0.77,0.4744433,-7.905393
0.7710162,0.4755994,-7.91
0.77,0.4771594,-7.905393
0.7710162,0.4783094,-7.91
0.77,0.2180005,-6.915205
0.77,0.2220005,-6.915205
0.77,0.2260006,-6.915205
0.77,0.2300006,-6.915205
0.77,0.2340006,-6.915205
0.77,0.2380006,-6.915205
0.77,0.2420006,-6.915205
0.77,0.2460006,-6.915205
0.77,0.2500006,-6.915205
0.77,0.2540006,-6.915205
0.77,0.2580006,-6.915205
0.77,0.2620007,-6.915205
0.77,0.2660007,-6.915205
0.77,0.2700007,-6.915205
0.77,0.2740007,-6.915205
0.77,0.2780007,-6.915205
0.77,0.5016036,-7.905393
0.7710162,0.5026999,-7.91
0.77,0.5043196,-7.905393
0.7710162,0.50541,-7.91
0.77,0.5070357,-7.905393
0.7710162,0.50812,-7.91
0.77,0.5097517,-7.905393
0.7710162,0.5108301,-7.91
0.77,0.4907395,-7.905393
0.7710162,0.4918597,-7.91
0.77,0.4934555,-7.905393
0.7710162,0.4945698,-7.91
0.77,0.4961716,-7.905393
0.7710162,0.4972798,-7.91
0.77,0.4988876,-7.905393
0.7710162,0.4999899,-7.91
1.768317,0.5026999,-7.91
1.768317,0.50541,-7.91
1.768317,0.50812,-7.91
1.768317,0.5108301,-7.91
0.77,0.2980008,-6.915205
0.77,0.3020008,-6.915205
0.77,0.3060008,-6.915205
0.77,0.3100008,-6.915205
1.768317,0.4918597,-7.91
1.768317,0.4945698,-7.91
1.768317,0.4972798,-7.91
1.768317,0.4999899,-7.91
0.77,0.2820007,-6.915205
0.77,0.2860007,-6.915205
0.77,0.2900007,-6.915205
0.77,0.2940008,-6.915205
0.77,0.5233318,-7.905393
0.7710162,0.5243804,-7.91
0.77,0.5260479,-7.905393
0.7710162,0.5270904,-7.91
0.77,0.5287639,-7.905393
0.7710162,0.5298005,-7.91
0.77,0.5314799,-7.905393
0.7710162,0.5325105,-7.91
0.77,0.5124677,-7.905393
0.7710162,0.5135401,-7.91
0.77,0.5151837,-7.905393
0.7710162,0.5162502,-7.91
0.77,0.5178998,-7.905393
0.7710162,0.5189603,-7.91
0.77,0.5206158,-7.905393
0.7710162,0.5216703,-7.91
1.768317,0.5243804,-7.91
1.768317,0.5270904,-7.91
1.768317,0.5298005,-7.91
1.768317,0.5325105,-7.91
1.768317,0.5135401,-7.91
1.768317,0.5162502,-7.91
1.768317,0.5189603,-7.91
1.768317,0.5216703,-7.91
0.77,0.3300009,-6.915205
0.77,0.3340009,-6.915205
0.77,0.3380009,-6.915205
0.77,0.3420009,-6.915205
0.77,0.3140008,-6.915205
0.77,0.3180009,-6.915205
0.77,0.3220009,-6.915205
0.77,0.3260009,-6.915205
0.77,0.54506,-7.905393
0.7710162,0.5460608,-7.91
0.77,0.5477761,-7.905393
0.7710162,0.5487708,-7.91
0.77,0.5504922,-7.905393
0.7710162,0.5514809,-7.91
0.77,0.5532082,-7.905393
0.7710162,0.554191,-7.91
0.77,0.534196,-7.905393
0.7710162,0.5352206,-7.91
0.77,0.536912,-7.905393
0.7710162,0.5379307,-7.91
0.77,0.539628,-7.905393
0.7710162,0.5406407,-7.91
0.77,0.542344,-7.905393
0.7710162,0.5433507,-7.91
0.77,0.362001,-6.915205
0.77,0.366001,-6.915205
0.77,0.370001,-6.915205
0.77,0.374001,-6.915205
0.77,0.3460009,-6.915205
0.77,0.3500009,-6.915205
0.77,0.354001,-6.915205
0.77,0.358001,-6.915205
1.768317,0.5460608,-7.91
1.768317,0.5487708,-7.91
1.768317,0.5514809,-7.91
1.768317,0.554191,-7.91
1.768317,0.5352206,-7.91
1.768317,0.5379307,-7.91
1.768317,0.5406407,-7.91
1.768317,0.5433507,-7.91
0.77,0.5667884,-7.905393
0.7710162,0.5677413,-7.91
0.77,0.5695044,-7.905393
0.7710162,0.5704513,-7.91
0.77,0.5722204,-7.905393
0.7710162,0.5731614,-7.91
0.77,0.5749364,-7.905393
0.7710162,0.5758714,-7.91
0.77,0.5559242,-7.905393
0.7710162,0.556901,-7.91
0.77,0.5586402,-7.905393
0.7710162,0.5596111,-7.91
0.77,0.5613562,-7.905393
0.7710162,0.5623211,-7.91
0.77,0.5640723,-7.905393
0.7710162,0.5650312,-7.91
0.77,0.3940011,-6.915205
0.77,0.3980011,-6.915205
0.77,0.4020011,-6.915205
0.77,0.4060011,-6.915205
0.77,0.378001,-6.915205
0.77,0.382001,-6.915205
0.77,0.3860011,-6.915205
0.77,0.3900011,-6.915205
0.77,0.5885166,-7.905393
0.7710162,0.5894217,-7.91
0.77,0.5912326,-7.905393
0.7710162,0.5921317,-7.91
0.77,0.5939486,-7.905393
0.7710162,0.5948418,-7.91
0.77,0.5966646,-7.905393
0.7710162,0.5975519,-7.91
1.768317,0.5677413,-7.91
1.768317,0.5704513,-7.91
1.768317,0.5731614,-7.91
1.768317,0.5758714,-7.91
0.77,0.5776525,-7.905393
0.7710162,0.5785815,-7.91
0.77,0.5803685,-7.905393
0.7710162,0.5812915,-7.91
0.77,0.5830845,-7.905393
0.7710162,0.5840015,-7.91
0.77,0.5858005,-7.905393
0.7710162,0.5867116,-7.91
1.768317,0.556901,-7.91
1.768317,0.5596111,-7.91
1.768317,0.5623211,-7.91
1.768317,0.5650312,-7.91
-7.982977,-2.250634,7.716448
-7.947012,-2.245331,7.687522
-7.911161,-2.240046,7.65869
-7.875429,-2.234778,7.629952
-7.999524,-2.197537,7.551147
-7.964049,-2.192443,7.52316
-7.928686,-2.187366,7.495263
-7.893437,-2.182305,7.467455
0.77,0.5993807,-7.905393
0.7710162,0.6002619,-7.91
0.77,0.6020967,-7.905393
0.7710162,0.602972,-7.91
0.77,0.6048127,-7.905393
0.7710162,0.6056821,-7.91
0.77,0.6075288,-7.905393
0.7710162,0.6083921,-7.91
1.768317,0.5894217,-7.91
1.768317,0.5921317,-7.91
1.768317,0.5948418,-7.91
1.768317,0.5975519,-7.91
1.768317,0.5785815,-7.91
1.768317,0.5812915,-7.91
1.768317,0.5840015,-7.91
1.768317,0.5867116,-7.91
-7.495771,-2.215734,7.651096
-7.484117,-2.220567,7.677618
-7.472611,-2.225497,7.704661
-7.475485,-2.236678,7.766053
-8.070814,-2.207773,7.607389
-8.035112,-2.202646,7.579224
-7.683211,-2.240476,7.661057
-7.666398,-2.243049,7.675087
-7.649557,-2.245626,7.689139
-7.632691,-2.248207,7.703214
-7.615797,-2.250792,7.717311
-7.541125,-2.20583,7.596724
-7.524261,-2.208366,7.610653
-7.507391,-2.210915,7.624655
-7.839813,-2.229527,7.601308
-7.804312,-2.224293,7.572756
-7.785064,-2.225759,7.580753
-7.768036,-2.228153,7.593825
-7.750983,-2.230552,7.606917
-7.733904,-2.232955,7.620028
-7.7168,-2.235361,7.633158
-7.699998,-2.237908,7.647049
0.77,0.6102448,-7.905393
0.7710162,0.6111021,-7.91
0.77,0.6129608,-7.905393
0.7710162,0.6138121,-7.91
0.77,0.6156768,-7.905393
0.7710162,0.6165223,-7.91
0.77,0.6183929,-7.905393
0.7710162,0.6192323,-7.91
0.77,0.4100011,-6.915205
0.77,0.4140011,-6.915205
0.77,0.4180011,-6.915205
0.77,0.4220012,-6.915205
0.77,0.4260012,-6.915205
0.77,0.4300012,-6.915205
0.77,0.4340012,-6.915205
0.77,0.4380012,-6.915205
1.768317,0.6111021,-7.91
1.768317,0.6138121,-7.91
1.768317,0.6165223,-7.91
1.768317,0.6192323,-7.91
1.768317,0.6002619,-7.91
1.768317,0.602972,-7.91
1.768317,0.6056821,-7.91
1.768317,0.6083921,-7.91
-8.357197,-2.064682,7.442733
-8.314733,-2.057384,7.401181
-8.414617,-2.046478,7.46801
-8.340999,-2.027984,7.361906
-8.397744,-2.009675,7.386156
-8.455035,-1.991451,7.41127
-8.38103,-1.973215,7.305065
-7.413196,-2.19672,7.672489
-7.401997,-2.201794,7.700513
-7.391733,-2.207304,7.730956
-7.428993,-2.233503,7.875926
-7.041819,-2.074279,7.893466
-7.053452,-2.089548,7.982233
-8.276198,-2.051496,7.367651
-7.164726,-2.136763,7.852849
-7.175878,-2.151838,7.938606
-7.123514,-2.115833,7.865618
-7.134743,-2.130935,7.952157
-7.082308,-2.094901,7.878564
-7.094131,-2.110259,7.967182
0.77,0.6211089,-7.905393
0.7710162,0.6219423,-7.91
0.77,0.623825,-7.905393
0.7710162,0.6246524,-7.91
0.77,0.626541,-7.905393
0.7710162,0.6273625,-7.91
0.77,0.629257,-7.905393
0.7710162,0.6300725,-7.91
-7.205878,-2.157663,7.840099
-7.221183,-2.174568,7.935576
-7.331414,-2.178101,7.696365
-7.32007,-2.183152,7.724465
-7.344816,-2.203954,7.840394
-7.38571,-2.231963,7.996402
-7.249411,-2.159431,7.720307
-7.262241,-2.175083,7.808116
-7.303308,-2.203217,7.965938
-7.194644,-2.142643,7.75528
0.77,0.631973,-7.905393
0.7710162,0.6327826,-7.91
0.77,0.6346891,-7.905393
0.7710162,0.6354927,-7.91
0.77,0.6374051,-7.905393
0.7710162,0.6382027,-7.91
0.77,0.6401212,-7.905393
0.7710162,0.6409128,-7.91
-8.085547,-2.155043,7.442181
-8.058923,-2.153477,7.433506
-8.032739,-2.152076,7.425737
-8.006577,-2.150677,7.417976
-8.114346,-2.126098,7.406918
-8.077619,-2.12063,7.376452
-8.152778,-2.132191,7.440863
-8.219996,-2.109342,7.439543
-8.181437,-2.103294,7.405603
-8.143026,-2.09727,7.371795
-8.287204,-2.086497,7.438224
-8.248518,-2.080494,7.40429
-8.209981,-2.074514,7.370486
-6.878377,-1.967838,7.951267
-6.895455,-1.985301,8.056947
-6.853876,-1.95406,8.009225
-6.824698,-1.928208,7.993882
-6.795571,-1.9024,7.978565
-6.883006,-1.949843,8.272561
0.77,0.4420012,-6.915205
0.77,0.4460012,-6.915205
0.77,0.4500012,-6.915205
0.77,0.4540013,-6.915205
0.77,0.4580013,-6.915205
0.77,0.4620013,-6.915205
0.77,0.4660013,-6.915205
0.77,0.4700013,-6.915205
-7.001262,-2.053623,7.908393
-7.012702,-2.068802,7.997307
-6.961312,-2.033227,7.925082
-6.971886,-2.048021,8.012408
-6.936777,-2.019547,7.981947
-6.907531,-1.993662,7.966538
-8.61354,-1.811463,7.276367
-8.629983,-1.787128,7.264446
1.768317,0.6327826,-7.91
1.768317,0.6354927,-7.91
1.768317,0.6382027,-7.91
1.768317,0.6409128,-7.91
1.348025,-4.205593,21.98881
1.389884,-4.207,21.99737
1.431944,-4.208986,22.00947
1.474642,-4.213079,22.03447
1.5176,-4.217893,22.06388
1.561701,-4.2264,22.11602
1.596445,-4.162459,21.97817
1.639835,-4.16854,22.01583
1.768317,0.6219423,-7.91
1.768317,0.6246524,-7.91
1.768317,0.6273625,-7.91
1.768317,0.6300725,-7.91
0.9806675,-4.195715,22.18421
1.106292,-4.239604,22.19712
1.145237,-4.226606,22.11731
1.185069,-4.218534,22.06782
1.225579,-4.213969,22.03992
1.266021,-4.209417,22.0121
1.307038,-4.207505,22.00045
1.019816,-4.182395,22.10167
1.058882,-4.169732,22.02321
-8.437023,-1.954671,7.327886
-8.512492,-1.973175,7.436455
-8.569058,-1.95448,7.459567
-8.490498,-1.935155,7.345335
-8.544078,-1.915599,7.362819
-8.519374,-1.877147,7.267139
1.685487,-4.181317,22.09492
1.732558,-4.197752,22.19682
-8.529597,-1.850685,7.242547
-8.666661,-1.858792,7.428276
-8.539329,-1.824144,7.217106
0.77,0.4900014,-6.915205
0.77,0.4940014,-6.915205
0.77,0.4980014,-6.915205
0.77,0.5020014,-6.915205
0.77,0.4740013,-6.915205
0.77,0.4780013,-6.915205
0.77,0.4820014,-6.915205
0.77,0.4860014,-6.915205
0.77,0.6537013,-7.905393
0.7710162,0.654463,-7.91
0.77,0.6564173,-7.905393
0.7710162,0.6571731,-7.91
0.77,0.6591334,-7.905393
0.7710162,0.6598831,-7.91
0.77,0.6618494,-7.905393
0.7710162,0.6625932,-7.91
0.77,0.6428372,-7.905393
0.7710162,0.6436228,-7.91
0.77,0.6455532,-7.905393
0.7710162,0.6463329,-7.91
0.77,0.6482692,-7.905393
0.7710162,0.6490429,-7.91
0.77,0.6509853,-7.905393
0.7710162,0.6517529,-7.91
1.768317,0.6436228,-7.91
1.768317,0.6463329,-7.91
1.768317,0.6490429,-7.91
