x,y,z
0.77,0.06160672,-7.905393
0.7710162,0.06367094,-7.91
0.77,0.06432274,-7.905393
0.7710162,0.066381,-7.91
1.768317,0.06909105,-7.91
1.768317,0.07180111,-7.91
1.768317,0.07451116,-7.91
1.768317,0.07722122,-7.91
1.768317,0.05825084,-7.91
1.768317,0.06096089,-7.91
1.768317,0.06367094,-7.91
1.768317,0.066381,-7.91
0.7699999,-0.1490757,-7.389792
0.7699999,-0.1456911,-7.389792
0.77,-0.1473498,-7.378268
0.77,-0.1490232,-7.366642
0.77,-0.1456086,-7.366642
0.7699999,-0.1472818,-7.354911
0.77,-0.1489699,-7.343077
0.77,-0.1455247,-7.343077
0.77,0.08876701,-7.905393
0.7710162,0.0907715,-7.91
0.77,0.09148304,-7.905393
0.7710162,0.09348156,-7.91
0.77,0.09419908,-7.905393
0.7710162,0.09619161,-7.91
0.77,0.0969151,-7.905393
0.7710162,0.09890166,-7.91
0.77,0.07790289,-7.905393
0.7710162,0.07993127,-7.91
0.77,0.08061892,-7.905393
0.7710162,0.08264133,-7.91
0.77,0.08333496,-7.905393
0.7710162,0.08535139,-7.91
0.77,0.08605099,-7.905393
0.7710162,0.08806144,-7.91
1.768317,0.0907715,-7.91
1.768317,0.09348156,-7.91
1.768317,0.09619161,-7.91
1.768317,0.09890166,-7.91
1.768317,0.07993127,-7.91
1.768317,0.08264133,-7.91
1.768317,0.08535139,-7.91
1.768317,0.08806144,-7.91
0.77,-0.1488602,-7.294659
0.77,-0.1453522,-7.294659
0.77,-0.1470701,-7.282277
0.77,-0.1488038,-7.269782
0.77,-0.1472125,-7.331136
0.7699999,-0.1489155,-7.319086
0.7699999,-0.1454392,-7.319086
0.77,-0.147142,-7.306928
1.768317,0.1016117,-7.91
1.768317,0.1043218,-7.91
1.768317,0.1070318,-7.91
1.768317,0.1097419,-7.91
0.77,0.1104953,-7.905393
0.7710162,0.1124519,-7.91
0.77,0.1132113,-7.905393
0.7710162,0.115162,-7.91
0.77,0.1159273,-7.905393
0.7710162,0.1178721,-7.91
0.77,0.1186434,-7.905393
0.7710162,0.1205821,-7.91
1.768317,0.1124519,-7.91
1.768317,0.115162,-7.91
1.768317,0.1178721,-7.91
1.768317,0.1205821,-7.91
0.77,0.09963113,-7.905393
0.7710162,0.1016117,-7.91
0.77,0.1023472,-7.905393
0.7710162,0.1043218,-7.91
0.77,0.1050632,-7.905393
0.7710162,0.1070318,-7.91
0.77,0.1077792,-7.905393
0.7710162,0.1097419,-7.91
0.77,-0.1452636,-7.269782
0.77,-0.146997,-7.257171
0.7699999,-0.1469225,-7.231596
0.77,-0.148688,-7.21863
0.77,-0.1450814,-7.21863
0.77,-0.1468465,-7.205541
0.77,-0.1487464,-7.244442
0.77,-0.1451734,-7.244442
0.77,0.1213594,-7.905393
0.7710162,0.1232922,-7.91
0.77,0.1240754,-7.905393
0.7710162,0.1260022,-7.91
0.77,0.1267914,-7.905393
0.7710162,0.1287123,-7.91
0.77,0.1295075,-7.905393
0.7710162,0.1314223,-7.91
0.77,0.1322235,-7.905393
0.7710162,0.1341324,-7.91
0.77,0.1349395,-7.905393
0.7710162,0.1368424,-7.91
0.77,0.1376556,-7.905393
0.7710162,0.1395525,-7.91
0.77,0.1403716,-7.905393
0.7710162,0.1422625,-7.91
1.768317,0.1341324,-7.91
1.768317,0.1368424,-7.91
1.768317,0.1395525,-7.91
1.768317,0.1422625,-7.91
0.77,-0.1486284,-7.192328
0.77,-0.1449877,-7.192328
0.77,-0.1467692,-7.17899
0.7699999,-0.1485676,-7.165524
0.77,-0.1485058,-7.138204
0.77,-0.144795,-7.138204
1.768317,0.1232922,-7.91
1.768317,0.1260022,-7.91
1.768317,0.1287123,-7.91
1.768317,0.1314223,-7.91
0.7699999,-0.1448923,-7.165524
0.77,-0.1466904,-7.151929
0.77,0.1539517,-7.905393
0.7710162,0.1558128,-7.91
0.77,0.1566678,-7.905393
0.7710162,0.1585229,-7.91
0.77,0.1593838,-7.905393
0.7710162,0.1612329,-7.91
0.77,0.1620998,-7.905393
0.7710162,0.163943,-7.91
0.77,0.1430876,-7.905393
0.7710162,0.1449726,-7.91
0.77,0.1458036,-7.905393
0.7710162,0.1476827,-7.91
0.77,0.1485197,-7.905393
0.7710162,0.1503927,-7.91
